iter	Logloss
134	0.5450887154
135	0.5449495094
136	0.544742016
137	0.5445838742
138	0.5444262272
139	0.5443120576
140	0.544076489
141	0.5439058897
142	0.5437186271
143	0.5435812045
144	0.5434524815
145	0.5433137965
146	0.5431509235
147	0.5429676218
148	0.5428419098
149	0.5426677798
150	0.5425573022
151	0.542447718
152	0.542273181
153	0.5421322563
154	0.5420349629
155	0.5418509947
156	0.54169642
157	0.5415088934
158	0.5414048224
159	0.5412506244
160	0.5410855033
161	0.5409042288
162	0.5407331345
163	0.5405646561
164	0.5403948168
165	0.5402451526
166	0.5400827883
167	0.539968741
168	0.5397888532
169	0.5396172129
170	0.5394382313
171	0.5392515128
172	0.5391134261
173	0.5389717535
174	0.5388462801
175	0.5386951401
176	0.5385576675
177	0.5384065061
178	0.538270491
179	0.5381051617
180	0.5380054643
181	0.5378429872
182	0.5376511118
183	0.5374884145
184	0.5373685259
185	0.5372910825
186	0.5371592887
187	0.5370196974
188	0.5368962323
189	0.5367644075
190	0.5366211849
191	0.5364921567
192	0.536389062
193	0.536209378
194	0.536005536
195	0.5358879981
196	0.5356478456
197	0.5354418335
198	0.5352590998
199	0.5350875265
200	0.5349432919
201	0.5347688608
202	0.5346623002
203	0.5345369493
204	0.5344008879
205	0.5342453364
206	0.5340525344
207	0.5339254512
208	0.5338281216
209	0.5336504454
210	0.533538158
211	0.5334196186
212	0.5332543124
213	0.5331609634
214	0.533012147
215	0.5328194265
216	0.5326477026
217	0.5325334115
218	0.5323985762
219	0.5322321854
220	0.5321041567
221	0.5319907054
222	0.531849353
223	0.5316906693
224	0.531556913
225	0.5313991327
226	0.5312024156
227	0.5310992266
228	0.5309461882
229	0.5307865072
230	0.5306165275
231	0.5305287381
232	0.5303891704
233	0.5302728276
234	0.53008056
235	0.5299656114
236	0.5298165891
237	0.5296658627
238	0.5295387481
239	0.5294148858
240	0.5293351526
241	0.5291976995
242	0.5290324433
243	0.5288922081
244	0.5287607056
245	0.5286508768
246	0.5285543554
247	0.5283489089
248	0.5281706684
249	0.5280317505
250	0.5278760199
251	0.5277206363
252	0.5275583881
253	0.5273572716
254	0.5272001561
255	0.5270407413
256	0.526824383
257	0.5266620051
258	0.5264704285
259	0.5262646593
260	0.5261185622
261	0.5259806171
262	0.5258304612
263	0.5256416542
264	0.5255070292
265	0.5253492438
266	0.5251585009
267	0.5249399207
268	0.5247608778
269	0.5246463246
270	0.5244625015
271	0.5243445294
272	0.5241755503
273	0.5239815998
274	0.5237710144
275	0.5235681118
276	0.5234090681
277	0.523211924
278	0.5230149564
279	0.5228274551
280	0.5226408711
281	0.5225019178
282	0.5223263138
283	0.5221790305
284	0.5220468975
285	0.5218270641
286	0.521706978
287	0.5215145431
288	0.5212943809
289	0.5211139171
290	0.5209644326
291	0.5207904605
292	0.5206553605
293	0.5204607314
294	0.5202776595
295	0.5201059794
296	0.5199538148
297	0.5198167751
298	0.5196597441
299	0.5194493417
300	0.519288746
301	0.5190967768
302	0.5189410574
303	0.5187917684
304	0.518652029
305	0.5184654142
306	0.5183182088
307	0.51813827
308	0.5179443342
309	0.5178157026
310	0.5176163265
311	0.5174654236
312	0.5173263213
313	0.5171731937
314	0.5169457333
315	0.5168017747
316	0.5166331347
317	0.5164692602
318	0.5163056787
319	0.5161443771
320	0.5160104031
321	0.5158228308
322	0.5156767202
323	0.5155321659
324	0.5153782256
325	0.5152196666
326	0.5150313684
327	0.5148455686
328	0.5147180279
329	0.5144719099
330	0.5143071825
331	0.5141380001
332	0.5139878481
333	0.5138107919
334	0.5136378537
335	0.5134765987
336	0.5133094879
337	0.513109299
338	0.5129512128
339	0.5128080557
340	0.5125841843
341	0.5123781692
342	0.5121983989
343	0.511991836
344	0.5117732614
345	0.5115492878
346	0.5113521407
347	0.5111597031
348	0.5109983069
349	0.5108370131
350	0.5106566966
351	0.5104460159
352	0.5102413535
353	0.5100724796
354	0.5099184909
355	0.5097121273
356	0.5095376275
357	0.509371831
358	0.5091594136
359	0.5089813226
360	0.5087989129
361	0.5086403944
362	0.5084956001
363	0.5083213663
364	0.5081001193
365	0.5079093377
366	0.5077314703
367	0.5075868105
368	0.5073852099
369	0.5071587789
370	0.5070365617
371	0.5069060799
372	0.5067499068
373	0.5066463942
374	0.506454805
375	0.5063229501
376	0.5061786962
377	0.5060076
378	0.5058552479
379	0.505642981
380	0.5055263008
381	0.5053702129
382	0.5052065967
383	0.5049912587
384	0.5047836291
385	0.5045725738
386	0.5044013933
387	0.5042261155
388	0.5040543597
389	0.5038866733
390	0.5037186732
391	0.5035657021
392	0.5034134414
393	0.5032437969
394	0.5030891836
395	0.5029445786
396	0.5027397353
397	0.5024976423
398	0.5023193278
399	0.5021391178
400	0.5020077666
401	0.5018158111
402	0.5016303471
403	0.5014838901
404	0.5012865931
405	0.5011259998
406	0.5009951004
407	0.500799731
408	0.5006549702
409	0.5005358739
410	0.5003666003
411	0.5002101477
412	0.5000743274
413	0.4998688021
414	0.4997063806
415	0.4995375836
416	0.4993422656
417	0.4991997838
418	0.4990288018
419	0.4988670838
420	0.4986944152
421	0.498555465
422	0.4983935089
423	0.4981979964
424	0.498025208
425	0.4978451084
426	0.4976827924
427	0.4975687612
428	0.4974008537
429	0.4972201576
430	0.4970672989
431	0.4969248929
432	0.4967897615
433	0.4966106197
434	0.4964247788
435	0.4962979535
436	0.4960904984
437	0.4959192882
438	0.49572897
439	0.4955778278
440	0.4954256508
441	0.4952440353
442	0.4951073805
443	0.4949061164
444	0.494756153
445	0.4945695812
446	0.4944053645
447	0.4942658163
448	0.4940696611
449	0.4938633935
450	0.4937191672
451	0.493571213
452	0.4934065025
453	0.4932551633
454	0.4930697046
455	0.4929291205
456	0.4927202883
457	0.4925389329
458	0.4923456237
459	0.4921954961
460	0.492051495
461	0.4918824175
462	0.4916747175
463	0.4914687331
464	0.4913149918
465	0.4911396168
466	0.4909750203
467	0.4907374928
468	0.4905916214
469	0.4904019894
470	0.4902707367
471	0.4901104135
472	0.4899023482
473	0.4897626724
474	0.4895989407
475	0.4894043027
476	0.489207303
477	0.4890364698
478	0.4888834367
479	0.4887150978
480	0.4885829526
481	0.4883869419
482	0.4882433438
483	0.4880690285
484	0.4879253712
485	0.4877478767
486	0.4875886209
487	0.4874194218
488	0.4872641877
489	0.4871023824
490	0.4869284868
491	0.4867915013
492	0.48665784
493	0.4865421093
494	0.486354553
495	0.4862245291
496	0.4860889702
497	0.4859356455
498	0.4857594573
499	0.4856019037
500	0.4854418221
501	0.4852972872
502	0.4851955247
503	0.4850347571
504	0.484861849
505	0.4846737723
506	0.4845757075
507	0.4844256908
508	0.4842947629
509	0.4841231242
510	0.4839844466
511	0.4838246627
512	0.4836357059
513	0.4834796789
514	0.4832297269
515	0.4830632552
516	0.4829434144
517	0.4827431641
518	0.4825516892
519	0.4823961051
520	0.4822277323
521	0.4820873799
522	0.4819447096
523	0.4817378266
524	0.4815661577
525	0.4814036755
526	0.4812350488
527	0.4811009088
528	0.480928349
529	0.4807877719
530	0.4805975024
531	0.4804355544
532	0.4802551319
533	0.4801053458
534	0.4799527811
535	0.4798447911
536	0.4797130942
537	0.4795387784
538	0.4793532866
539	0.4792165746
540	0.4790189382
541	0.4788479805
542	0.4786780759
543	0.4785468148
544	0.4784155884
545	0.4782351281
546	0.4780837368
547	0.4779256856
548	0.4777738265
549	0.4776247077
550	0.4775058382
551	0.4773686876
552	0.4771790359
553	0.4769959803
554	0.4768414944
555	0.4767307045
556	0.4766031352
557	0.4764658141
558	0.4762941641
559	0.4761303944
560	0.4759477637
561	0.4757841899
562	0.4756561628
563	0.4755016652
564	0.4753420552
565	0.4751648907
566	0.4750333128
567	0.4749060071
568	0.4747587092
569	0.474612611
570	0.4744496648
571	0.47430147
572	0.4741246774
573	0.4739965912
574	0.4738592567
575	0.4736708484
576	0.4735270675
577	0.4733726241
578	0.4731799057
579	0.4730194002
580	0.4728408725
581	0.4727260384
582	0.4725306396
583	0.4724258019
584	0.4722563904
585	0.4721158611
586	0.4719867517
587	0.4718303708
588	0.4716654706
589	0.471475736
590	0.4713395796
591	0.4712277397
592	0.4710887338
593	0.4709501772
594	0.4707655503
595	0.4706280482
596	0.4704935054
597	0.4703388079
598	0.4702130454
599	0.4701041989
600	0.4699429334
601	0.4697983444
602	0.46966574
603	0.4695054737
604	0.4693441942
605	0.4691908778
606	0.4690227423
607	0.4688854584
608	0.468766001
609	0.4685719803
610	0.4684306551
611	0.4683134516
612	0.4681684037
613	0.4680434539
614	0.4678636775
615	0.4676896546
616	0.4674887786
617	0.4673601496
618	0.4672329148
619	0.4671070473
620	0.4669912711
621	0.4668420808
622	0.4666691564
623	0.4665581846
624	0.4664576111
625	0.466287893
626	0.4661319809
627	0.4660481968
628	0.4659022808
629	0.4657190347
630	0.4655402984
631	0.4653901875
632	0.4651741224
633	0.4650091977
634	0.4648988042
635	0.4648043599
636	0.4646745921
637	0.4645324824
638	0.4644034962
639	0.4642464483
640	0.4640555774
641	0.463940773
642	0.4638121549
643	0.4636851166
644	0.4635315334
645	0.4633746496
646	0.4632405202
647	0.4630776638
648	0.4629701487
649	0.4628508095
650	0.462725394
651	0.4625942129
652	0.4624761633
653	0.4623229563
654	0.4621794897
655	0.4620205475
656	0.4618612557
657	0.4617310946
658	0.4615673285
659	0.4614419711
660	0.4613189105
661	0.4611622345
662	0.4610038406
663	0.4608245574
664	0.4606302959
665	0.460473063
666	0.4603434079
667	0.4601705389
668	0.460058473
669	0.459905732
670	0.4597798727
671	0.4596592514
672	0.459547986
673	0.4594399248
674	0.4593016994
675	0.4591640048
676	0.4590050727
677	0.4588529853
678	0.4587016101
679	0.4585884631
680	0.4584748112
681	0.4583173047
682	0.4581621324
683	0.4580048413
684	0.4578712519
685	0.4577076993
686	0.4576020418
687	0.4574356931
688	0.4572791665
689	0.4571072105
690	0.4569513698
691	0.4568258644
692	0.4567067553
693	0.4565744928
694	0.4564173931
695	0.4562395923
696	0.4560682542
697	0.4559405063
698	0.4557683063
699	0.4556062752
700	0.4554410989
701	0.4552587113
702	0.4550954352
703	0.4549637622
704	0.4548153268
705	0.4546602699
706	0.4544798359
707	0.4543204126
708	0.4541592459
709	0.454003438
710	0.453827576
711	0.4537052222
712	0.4535533158
713	0.4533824314
714	0.4532298983
715	0.4531173666
716	0.4529491195
717	0.4527974379
718	0.4526748316
719	0.4525172548
720	0.4523551592
721	0.4521883232
722	0.4520552752
723	0.4519139018
724	0.4517573467
725	0.4516370853
726	0.451505435
727	0.4513886702
728	0.4512448261
729	0.4510968844
730	0.4509591256
731	0.4508131905
732	0.4506916996
733	0.4505766177
734	0.4504525986
735	0.4503140316
736	0.4501961452
737	0.4500178856
738	0.4498690465
739	0.4497271827
740	0.4495816085
741	0.4494057698
742	0.449272936
743	0.4491622843
744	0.4490391837
745	0.4488535383
746	0.4487592016
747	0.4486310983
748	0.4484722532
749	0.4483512022
750	0.4481965534
751	0.4480448643
752	0.4479517047
753	0.4478076533
754	0.4476651104
755	0.4475422098
756	0.4473919651
757	0.4472694698
758	0.4471093885
759	0.4469733049
760	0.4468545491
761	0.4467331244
762	0.4466112386
763	0.446461579
764	0.4463218374
765	0.4461516874
766	0.4459930995
767	0.4458534605
768	0.4457169336
769	0.4455911586
770	0.4454650722
771	0.4453581332
772	0.4451680039
773	0.4449990338
774	0.4448835558
775	0.4447387634
776	0.4445779034
777	0.4444531289
778	0.4443139591
779	0.4441624913
780	0.4440829158
781	0.4439538538
782	0.4438182304
783	0.4437153982
784	0.4436026354
785	0.4434618805
786	0.443324703
787	0.4431794067
788	0.4430086574
789	0.4428468734
790	0.4426775077
791	0.4425442963
792	0.4423662718
793	0.4421977812
794	0.4420520358
795	0.4419194506
796	0.44176506
797	0.4415960277
798	0.4414769511
799	0.4412875434
800	0.441126328
801	0.4409809302
802	0.4408703472
803	0.4407484405
804	0.4406224371
805	0.4405013437
806	0.4403772406
807	0.4402514327
808	0.4401299494
809	0.4400061911
810	0.4398580427
811	0.4397201995
812	0.4395368731
813	0.4394218239
814	0.4393007967
815	0.4392125412
816	0.4391034609
817	0.4389339017
818	0.4388297819
819	0.4387396441
820	0.4386744433
821	0.4385210707
822	0.4383914459
823	0.4382389674
824	0.4381431749
825	0.4380031293
826	0.4378785162
827	0.4377298571
828	0.4375732804
829	0.437453644
830	0.4373293555
831	0.4372220912
832	0.437062591
833	0.436955449
834	0.4368139984
835	0.4366884549
836	0.4365559078
837	0.4364237488
838	0.4362787531
839	0.4361387316
840	0.4360029191
841	0.4358808718
842	0.4357680806
843	0.4356151038
844	0.4355320819
845	0.435385137
846	0.4352480311
847	0.4351543462
848	0.4349946063
849	0.4348524244
850	0.4347330065
851	0.4346243311
852	0.4344885472
853	0.4343410438
854	0.4341895621
855	0.4340568441
856	0.4339327982
857	0.4337901107
858	0.4336658261
859	0.4335294865
860	0.4334357507
861	0.4333146504
862	0.4331741148
863	0.4330012267
864	0.4328609395
865	0.432770462
866	0.4326219204
867	0.4324861268
868	0.4323423543
869	0.4321866259
870	0.432076344
871	0.4319421382
872	0.4318147041
873	0.4316762626
874	0.4316064934
875	0.431474516
876	0.4313714486
877	0.4312243014
878	0.431071973
879	0.4309709319
880	0.4308579912
881	0.4307279536
882	0.4305927272
883	0.4304654655
884	0.4303061453
885	0.4302041538
886	0.430113221
887	0.4299733301
888	0.4298060833
889	0.4296968838
890	0.429610225
891	0.4295015627
892	0.4293924873
893	0.4292636118
894	0.4291034216
895	0.4289303604
896	0.4288223041
897	0.4286530874
898	0.4284959652
899	0.428372538
900	0.4282624676
901	0.4281532749
902	0.4280087437
903	0.4278826238
904	0.4277270537
905	0.4275895268
906	0.4274404725
907	0.4273169762
908	0.4271520053
909	0.4270414509
910	0.4269597876
911	0.4268242622
912	0.4267095531
913	0.4265799024
914	0.4264322026
915	0.426348739
916	0.4262434458
917	0.4261026599
918	0.4260046167
919	0.4258503308
920	0.4257460971
921	0.4255944275
922	0.4254617087
923	0.4252917993
924	0.4252090029
925	0.4250965485
926	0.4249680937
927	0.4247921698
928	0.4246986993
929	0.424561201
930	0.4244466066
931	0.4243246133
932	0.4242267978
933	0.4240897296
934	0.4240014661
935	0.4239271546
936	0.423772516
937	0.423612959
938	0.4234447665
939	0.4233176887
940	0.4231610171
941	0.4230407872
942	0.4228845716
943	0.4227726791
944	0.4226487381
945	0.4224790401
946	0.4223357465
947	0.422228859
948	0.4220844156
949	0.4219272841
950	0.4218027628
951	0.4216465858
952	0.4214787249
953	0.4213467819
954	0.4212127637
955	0.4210701528
956	0.4209826754
957	0.4209011915
958	0.4207951815
959	0.4206494901
960	0.4205229968
961	0.4204272777
962	0.4202821732
963	0.4201643111
964	0.4200347571
965	0.4199022725
966	0.4197482142
967	0.4195974016
968	0.4194679902
969	0.4193237995
970	0.4192367994
971	0.4191166362
972	0.4190522953
973	0.418898533
974	0.4187930431
975	0.4186700654
976	0.4185853059
977	0.4184556047
978	0.4183335686
979	0.4182105441
980	0.4180995227
981	0.4179645315
982	0.4178456857
983	0.4177266715
984	0.417616096
985	0.4174704864
986	0.4173658512
987	0.4172520771
988	0.4170851751
989	0.4169902693
990	0.4168853731
991	0.4167560691
992	0.4166102179
993	0.4164847174
994	0.4163472301
995	0.4162533903
996	0.4161090642
997	0.4160039788
998	0.4158848933
999	0.4157644638
